Player,Nation,Pos,Squad,stats_Age,stats_Born,stats_Playing Time_MP,stats_Playing Time_Starts,stats_Playing Time_Min,stats_Playing Time_90s,stats_Performance_Gls,stats_Performance_Ast,stats_Performance_G+A,stats_Performance_G-PK,stats_Performance_PK,stats_Performance_PKatt,stats_Performance_CrdY,stats_Performance_CrdR,stats_Expected_xG,stats_Expected_npxG,stats_Expected_xAG,stats_Expected_npxG+xAG,stats_Progression_PrgC,stats_Progression_PrgP,stats_Progression_PrgR,stats_Per 90 Minutes_Gls,stats_Per 90 Minutes_Ast,stats_Per 90 Minutes_G+A,stats_Per 90 Minutes_G-PK,stats_Per 90 Minutes_G+A-PK,stats_Per 90 Minutes_xG,stats_Per 90 Minutes_xAG,stats_Per 90 Minutes_xG+xAG,stats_Per 90 Minutes_npxG,stats_Per 90 Minutes_npxG+xAG,stats_Matches,keepers_Age,keepers_Born,keepers_Playing Time_MP,keepers_Playing Time_Starts,keepers_Playing Time_Min,keepers_Playing Time_90s,keepers_Performance_GA,keepers_Performance_GA90,keepers_Performance_SoTA,keepers_Performance_Saves,keepers_Performance_Save%,keepers_Performance_W,keepers_Performance_D,keepers_Performance_L,keepers_Performance_CS,keepers_Performance_CS%,keepers_Penalty Kicks_PKatt,keepers_Penalty Kicks_PKA,keepers_Penalty Kicks_PKsv,keepers_Penalty Kicks_PKm,keepers_Penalty Kicks_Save%,keepers_Matches,shooting_Age,shooting_Born,shooting_90s,shooting_Standard_Gls,shooting_Standard_Sh,shooting_Standard_SoT,shooting_Standard_SoT%,shooting_Standard_Sh/90,shooting_Standard_SoT/90,shooting_Standard_G/Sh,shooting_Standard_G/SoT,shooting_Standard_Dist,shooting_Standard_FK,shooting_Standard_PK,shooting_Standard_PKatt,shooting_Expected_xG,shooting_Expected_npxG,shooting_Expected_npxG/Sh,shooting_Expected_G-xG,shooting_Expected_np:G-xG,shooting_Matches,passing_Age,passing_Born,passing_90s,passing_Total_Cmp,passing_Total_Att,passing_Total_Cmp%,passing_Total_TotDist,passing_Total_PrgDist,passing_Short_Cmp,passing_Short_Att,passing_Short_Cmp%,passing_Medium_Cmp,passing_Medium_Att,passing_Medium_Cmp%,passing_Long_Cmp,passing_Long_Att,passing_Long_Cmp%,passing_Ast,passing_xAG,passing_Expected_xA,passing_Expected_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_Matches,gca_Age,gca_Born,gca_90s,gca_SCA_SCA,gca_SCA_SCA90,gca_SCA Types_PassLive,gca_SCA Types_PassDead,gca_SCA Types_TO,gca_SCA Types_Sh,gca_SCA Types_Fld,gca_SCA Types_Def,gca_GCA_GCA,gca_GCA_GCA90,gca_GCA Types_PassLive,gca_GCA Types_PassDead,gca_GCA Types_TO,gca_GCA Types_Sh,gca_GCA Types_Fld,gca_GCA Types_Def,gca_Matches,defense_Age,defense_Born,defense_90s,defense_Tackles_Tkl,defense_Tackles_TklW,defense_Tackles_Def 3rd,defense_Tackles_Mid 3rd,defense_Tackles_Att 3rd,defense_Challenges_Tkl,defense_Challenges_Att,defense_Challenges_Tkl%,defense_Challenges_Lost,defense_Blocks_Blocks,defense_Blocks_Sh,defense_Blocks_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,defense_Matches,possession_Age,possession_Born,possession_90s,possession_Touches_Touches,possession_Touches_Def Pen,possession_Touches_Def 3rd,possession_Touches_Mid 3rd,possession_Touches_Att 3rd,possession_Touches_Att Pen,possession_Touches_Live,possession_Take-Ons_Att,possession_Take-Ons_Succ,possession_Take-Ons_Succ%,possession_Take-Ons_Tkld,possession_Take-Ons_Tkld%,possession_Carries_Carries,possession_Carries_TotDist,possession_Carries_PrgDist,possession_Carries_PrgC,possession_Carries_1/3,possession_Carries_CPA,possession_Carries_Mis,possession_Carries_Dis,possession_Receiving_Rec,possession_Receiving_PrgR,possession_Matches,misc_Age,misc_Born,misc_90s,misc_Performance_CrdY,misc_Performance_CrdR,misc_Performance_2CrdY,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_Performance_Crs,misc_Performance_Int,misc_Performance_TklW,misc_Performance_PKwon,misc_Performance_PKcon,misc_Performance_OG,misc_Performance_Recov,misc_Aerial Duels_Won,misc_Aerial Duels_Lost,misc_Aerial Duels_Won%,misc_Matches
Joshua Zirkzee,NED,"FW,MF",Manchester Utd,23-324,2001,31,13,1348,15.0,3,1,4,3,0,0,2,0,4.7,4.7,1.5,6.2,13,41,69,0.20,0.07,0.27,0.20,0.27,0.31,0.10,0.41,0.31,0.41,Matches,,,,,,,,,,,,,,,,,,,,,,,23-324,2001,15.0,3,27,10,37.0,1.80,0.67,0.11,0.30,12.9,0,0,0,4.7,4.7,0.17,-1.7,-1.7,Matches,23-324,2001,15.0,282,394,71.6,3460,869,190,243,78.2,59,77,76.6,8,17,47.1,1,1.5,1.0,-0.5,12,24,5,0,41,Matches,23-324,2001,15.0,29,1.94,26,0,0,2,1,0,3,0.20,1,0,0,1,1,0,Matches,23-324,2001,15.0,14,8,3,8,3,5,10,50.0,5,15,4,11,6,20,8,0,Matches,23-324,2001,15.0,565,16,69,291,211,53,565,33,9,27.3,24,72.7,316,1393,471,13,20,4,40,29,402,69,Matches,23-324,2001,15.0,2,0,0,9,12,3,4,6,8,1,0,0,57,19,50,27.5,Matches
José Sá,POR,GK,Wolves,32-084,1993,24,24,2160,24.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,32-084,1993,24,24,"2,160",24.0,42,1.75,100,59,62.0,9,4,11,6,25.0,5,4,1,0,20.0,Matches,32-084,1993,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,32-084,1993,24.0,471,750,62.8,12355,8570,95,96,99.0,261,269,97.0,114,382,29.8,0,0.1,0.0,-0.1,2,17,1,0,2,Matches,32-084,1993,24.0,4,0.17,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,32-084,1993,24.0,2,2,2,0,0,2,2,100.0,0,0,0,0,0,2,14,1,Matches,32-084,1993,24.0,804,639,797,8,0,0,804,6,6,100.0,0,0.0,498,3022,1924,0,0,0,1,0,392,0,Matches,32-084,1993,24.0,2,0,0,3,8,0,0,0,2,0,3,0,29,8,0,100.0,Matches
Jota Silva,POR,"FW,MF",Nott'ham Forest,25-253,1999,26,4,770,8.6,3,1,4,3,0,0,5,0,1.6,1.6,2.9,4.5,18,16,50,0.35,0.12,0.47,0.35,0.47,0.19,0.34,0.53,0.19,0.53,Matches,,,,,,,,,,,,,,,,,,,,,,,25-253,1999,8.6,3,18,5,27.8,2.10,0.58,0.17,0.60,14.8,0,0,0,1.6,1.6,0.09,+1.4,+1.4,Matches,25-253,1999,8.6,111,178,62.4,1542,439,64,82,78.0,33,53,62.3,5,13,38.5,1,2.9,1.8,-1.9,14,3,9,3,16,Matches,25-253,1999,8.6,29,3.39,22,0,1,3,3,0,3,0.35,2,0,0,0,1,0,Matches,25-253,1999,8.6,22,11,11,9,2,4,24,16.7,20,9,1,8,12,34,15,0,Matches,25-253,1999,8.6,322,18,79,88,166,42,322,32,10,31.3,14,43.8,158,1035,551,18,10,8,23,11,181,50,Matches,25-253,1999,8.6,5,0,0,22,20,7,19,12,11,1,0,0,42,20,25,44.4,Matches
João Félix,POR,"FW,MF",Chelsea,25-152,1999,12,3,369,4.1,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,21,26,30,0.24,0.24,0.49,0.24,0.49,0.54,0.23,0.78,0.54,0.78,Matches,,,,,,,,,,,,,,,,,,,,,,,25-152,1999,4.1,1,20,5,25.0,4.88,1.22,0.05,0.20,15.9,0,0,0,2.2,2.2,0.11,-1.2,-1.2,Matches,25-152,1999,4.1,171,199,85.9,2588,663,95,105,90.5,62,68,91.2,10,15,66.7,1,1.0,0.5,0.0,6,22,8,0,26,Matches,25-152,1999,4.1,18,4.38,12,0,2,3,1,0,3,0.73,1,0,1,0,1,0,Matches,25-152,1999,4.1,8,3,2,5,1,5,9,55.6,4,2,0,2,3,11,2,0,Matches,25-152,1999,4.1,272,2,26,128,125,30,272,31,10,32.3,14,45.2,193,1248,712,21,13,5,6,4,218,30,Matches,25-152,1999,4.1,2,0,0,6,17,1,0,3,3,0,0,0,22,4,5,44.4,Matches
João Gomes,BRA,MF,Wolves,24-058,2001,29,29,2429,27.0,3,1,4,3,0,0,10,1,2.6,2.6,1.1,3.6,49,140,61,0.11,0.04,0.15,0.11,0.15,0.09,0.04,0.13,0.09,0.13,Matches,,,,,,,,,,,,,,,,,,,,,,,24-058,2001,27.0,3,30,7,23.3,1.11,0.26,0.10,0.43,17.8,0,0,0,2.6,2.6,0.09,+0.4,+0.4,Matches,24-058,2001,27.0,1112,1305,85.2,16136,4183,642,708,90.7,351,409,85.8,59,95,62.1,1,1.1,1.7,-0.1,20,104,21,1,140,Matches,24-058,2001,27.0,57,2.11,45,1,5,2,2,2,3,0.11,3,0,0,0,0,0,Matches,24-058,2001,27.0,88,52,43,42,3,35,86,40.7,51,36,3,33,25,113,29,0,Matches,24-058,2001,27.0,1617,55,346,887,403,37,1617,49,21,42.9,22,44.9,836,4926,2359,49,45,5,32,43,1073,61,Matches,24-058,2001,27.0,10,1,1,59,33,1,24,25,52,0,0,0,153,9,22,29.0,Matches
João Pedro,BRA,"FW,MF",Brighton,23-197,2001,25,21,1798,20.0,8,6,14,5,3,3,4,0,7.2,4.8,4.3,9.1,61,71,118,0.40,0.30,0.70,0.25,0.55,0.36,0.22,0.57,0.24,0.46,Matches,,,,,,,,,,,,,,,,,,,,,,,23-197,2001,20.0,8,40,15,37.5,2.00,0.75,0.13,0.33,16.4,0,3,3,7.2,4.8,0.12,+0.8,+0.2,Matches,23-197,2001,20.0,438,603,72.6,6242,1606,269,345,78.0,123,164,75.0,26,39,66.7,6,4.3,2.7,+1.7,24,38,34,4,71,Matches,23-197,2001,20.0,60,3.00,47,0,2,2,8,1,9,0.45,6,0,0,0,3,0,Matches,23-197,2001,20.0,15,11,5,6,4,3,10,30.0,7,12,0,12,7,22,10,0,Matches,23-197,2001,20.0,854,10,51,351,463,112,851,72,25,34.7,39,54.2,552,3383,1596,61,33,29,68,36,673,118,Matches,23-197,2001,20.0,4,0,0,22,42,2,20,7,11,3,1,0,52,39,39,50.0,Matches
Joël Veltman,NED,DF,Brighton,33-086,1992,19,19,1643,18.3,0,0,0,0,0,0,4,0,0.5,0.5,0.5,0.9,29,79,32,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.03,0.05,Matches,,,,,,,,,,,,,,,,,,,,,,,33-086,1992,18.3,0,6,1,16.7,0.33,0.05,0.00,0.00,19.7,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,33-086,1992,18.3,716,895,80.0,12082,3157,354,394,89.8,291,361,80.6,62,98,63.3,0,0.5,1.3,-0.5,6,61,8,5,79,Matches,33-086,1992,18.3,22,1.21,15,2,2,1,2,0,1,0.05,0,1,0,0,0,0,Matches,33-086,1992,18.3,42,28,23,16,3,30,51,58.8,21,22,7,15,18,60,66,0,Matches,33-086,1992,18.3,1097,64,327,540,240,10,1097,15,4,26.7,5,33.3,524,2780,1414,29,22,3,19,7,598,32,Matches,33-086,1992,18.3,4,0,0,26,42,0,23,18,28,0,1,0,67,21,18,53.8,Matches
Joško Gvardiol,CRO,DF,Manchester City,23-078,2002,30,29,2647,29.4,5,0,5,5,0,0,1,0,4.2,3.9,2.0,5.9,74,218,96,0.17,0.00,0.17,0.17,0.17,0.14,0.07,0.21,0.13,0.20,Matches,,,,,,,,,,,,,,,,,,,,,,,23-078,2002,29.4,5,35,11,31.4,1.19,0.37,0.14,0.45,13.3,0,0,0,4.2,3.9,0.11,+0.8,+1.1,Matches,23-078,2002,29.4,1983,2192,90.5,31841,8265,983,1046,94.0,899,973,92.4,80,116,69.0,0,2.0,2.7,-2.0,25,189,19,1,218,Matches,23-078,2002,29.4,65,2.21,60,1,2,2,0,0,6,0.20,5,0,1,0,0,0,Matches,23-078,2002,29.4,49,33,24,15,10,19,34,55.9,15,35,17,18,31,80,101,8,Matches,23-078,2002,29.4,2505,119,616,1203,707,82,2505,39,23,59.0,13,33.3,1605,8403,4655,74,88,13,23,15,1821,96,Matches,23-078,2002,29.4,1,0,0,12,18,2,19,31,33,0,0,0,119,43,27,61.4,Matches
Julian Araujo,MEX,DF,Bournemouth,23-241,2001,8,5,355,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,14,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,23-241,2001,3.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,23-241,2001,3.9,131,166,78.9,2297,759,60,67,89.6,61,71,85.9,9,22,40.9,0,0.0,0.0,0.0,0,15,1,0,14,Matches,23-241,2001,3.9,2,0.51,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,23-241,2001,3.9,7,3,3,4,0,4,10,40.0,6,3,0,3,4,11,13,0,Matches,23-241,2001,3.9,200,15,68,103,32,1,200,0,0,,0,,84,290,138,2,0,0,4,2,100,11,Matches,23-241,2001,3.9,1,0,0,4,1,0,4,4,3,0,0,0,24,2,6,25.0,Matches
Julio Enciso,PAR,"FW,MF",Ipswich Town,21-078,2004,7,6,430,4.8,0,2,2,0,0,0,3,0,0.7,0.7,1.0,1.7,11,18,24,0.00,0.42,0.42,0.00,0.42,0.14,0.21,0.35,0.14,0.35,Matches,,,,,,,,,,,,,,,,,,,,,,,21-078,2004,4.8,0,15,5,33.3,3.14,1.05,0.00,0.00,23.2,1,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,21-078,2004,4.8,106,150,70.7,1671,554,53,68,77.9,38,52,73.1,7,12,58.3,2,1.0,0.7,+1.0,7,9,5,0,18,Matches,21-078,2004,4.8,18,3.77,9,3,3,2,0,1,2,0.42,1,1,0,0,0,0,Matches,21-078,2004,4.8,5,3,2,1,2,2,3,66.7,1,2,0,2,1,6,1,0,Matches,21-078,2004,4.8,218,2,24,109,92,10,218,27,16,59.3,11,40.7,106,777,456,11,13,4,10,18,150,24,Matches,21-078,2004,4.8,3,0,0,5,8,0,8,1,3,0,0,0,25,4,12,25.0,Matches
Julio Enciso,PAR,"MF,FW",Brighton,21-078,2004,12,2,294,3.3,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,11,14,17,0.00,0.00,0.00,0.00,0.00,0.31,0.07,0.38,0.31,0.38,Matches,,,,,,,,,,,,,,,,,,,,,,,21-078,2004,3.3,0,20,11,55.0,6.12,3.37,0.00,0.00,21.3,1,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches,21-078,2004,3.3,99,150,66.0,1464,392,61,75,81.3,29,40,72.5,5,22,22.7,0,0.2,0.3,-0.2,5,13,4,1,14,Matches,21-078,2004,3.3,12,3.69,5,1,3,1,2,0,0,0.00,0,0,0,0,0,0,Matches,21-078,2004,3.3,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,1,0,Matches,21-078,2004,3.3,202,2,17,72,116,20,202,21,10,47.6,8,38.1,114,678,386,11,10,4,7,9,141,17,Matches,21-078,2004,3.3,0,0,0,3,7,0,20,0,0,0,0,0,15,6,5,54.5,Matches
Jurriën Timber,NED,DF,Arsenal,23-298,2001,28,26,2305,25.6,1,2,3,1,0,0,7,0,1.2,1.2,0.8,2.0,53,141,103,0.04,0.08,0.12,0.04,0.12,0.05,0.03,0.08,0.05,0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,23-298,2001,25.6,1,14,4,28.6,0.55,0.16,0.07,0.25,14.1,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches,23-298,2001,25.6,1110,1303,85.2,15977,4389,638,704,90.6,426,498,85.5,25,48,52.1,2,0.8,1.2,+1.2,16,98,16,2,141,Matches,23-298,2001,25.6,50,1.95,44,1,3,0,1,1,8,0.31,7,0,1,0,0,0,Matches,23-298,2001,25.6,57,37,16,30,11,17,26,65.4,9,19,4,15,21,78,44,1,Matches,23-298,2001,25.6,1564,50,280,802,489,66,1564,53,24,45.3,24,45.3,831,3649,1915,53,26,11,32,23,971,103,Matches,23-298,2001,25.6,7,0,0,31,29,6,28,21,37,0,0,0,91,22,19,53.7,Matches
Justin Devenny,NIR,MF,Crystal Palace,21-182,2003,16,3,332,3.7,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.9,3,10,9,0.27,0.00,0.27,0.27,0.27,0.14,0.09,0.23,0.14,0.23,Matches,,,,,,,,,,,,,,,,,,,,,,,21-182,2003,3.7,1,7,3,42.9,1.90,0.81,0.14,0.33,22.7,1,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches,21-182,2003,3.7,99,141,70.2,1572,409,54,66,81.8,34,49,69.4,7,19,36.8,0,0.3,0.3,-0.3,5,13,2,1,10,Matches,21-182,2003,3.7,9,2.43,7,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,21-182,2003,3.7,11,8,6,4,1,7,13,53.8,6,3,0,3,0,11,10,0,Matches,21-182,2003,3.7,192,6,38,94,65,5,192,4,2,50.0,2,50.0,83,429,199,3,4,1,9,2,113,9,Matches,21-182,2003,3.7,0,0,0,4,0,1,16,0,8,0,0,0,15,1,12,7.7,Matches
Justin Kluivert,NED,"MF,FW",Bournemouth,25-341,1999,28,24,1936,21.5,12,6,18,6,6,6,6,0,9.9,5.1,4.7,9.9,64,88,132,0.56,0.28,0.84,0.28,0.56,0.46,0.22,0.68,0.24,0.46,Matches,,,,,,,,,,,,,,,,,,,,,,,25-341,1999,21.5,12,50,22,44.0,2.32,1.02,0.12,0.27,20.1,0,6,6,9.9,5.1,0.10,+2.1,+0.9,Matches,25-341,1999,21.5,451,622,72.5,7052,2015,247,300,82.3,152,202,75.2,38,72,52.8,6,4.7,3.2,+1.3,43,37,26,4,88,Matches,25-341,1999,21.5,88,4.09,64,8,6,5,4,1,11,0.51,10,0,0,0,1,0,Matches,25-341,1999,21.5,20,9,4,10,6,4,19,21.1,15,20,0,20,13,33,22,1,Matches,25-341,1999,21.5,879,21,87,295,517,111,873,76,31,40.8,36,47.4,511,3273,1885,64,44,33,44,24,562,132,Matches,25-341,1999,21.5,6,0,0,38,25,5,71,13,9,1,0,0,66,7,22,24.1,Matches
Jáder Durán,COL,FW,Aston Villa,21-119,2003,20,4,638,7.1,7,0,7,7,0,0,3,1,4.9,4.9,0.2,5.1,7,13,44,0.99,0.00,0.99,0.99,0.99,0.69,0.03,0.71,0.69,0.71,Matches,,,,,,,,,,,,,,,,,,,,,,,21-119,2003,7.1,7,31,15,48.4,4.37,2.12,0.23,0.47,15.6,0,0,0,4.9,4.9,0.16,+2.1,+2.1,Matches,21-119,2003,7.1,115,163,70.6,1558,307,68,84,81.0,34,50,68.0,5,11,45.5,0,0.2,0.3,-0.2,4,10,1,0,13,Matches,21-119,2003,7.1,18,2.54,9,0,0,4,3,2,1,0.14,0,0,0,0,0,1,Matches,21-119,2003,7.1,8,7,1,2,5,1,4,25.0,3,5,0,5,0,8,13,0,Matches,21-119,2003,7.1,263,13,36,110,122,47,263,14,3,21.4,9,64.3,133,535,267,7,7,2,16,15,192,44,Matches,21-119,2003,7.1,3,1,0,14,15,5,3,0,7,0,0,0,19,19,19,50.0,Matches
Jørgen Strand Larsen,NOR,FW,Wolves,25-064,2000,29,26,2245,24.9,11,2,13,11,0,0,4,0,7.8,7.8,2.4,10.2,13,24,92,0.44,0.08,0.52,0.44,0.52,0.31,0.10,0.41,0.31,0.41,Matches,,,,,,,,,,,,,,,,,,,,,,,25-064,2000,24.9,11,44,29,65.9,1.76,1.16,0.25,0.38,12.1,0,0,0,7.8,7.8,0.18,+3.2,+3.2,Matches,25-064,2000,24.9,249,388,64.2,3213,600,153,213,71.8,64,101,63.4,10,13,76.9,2,2.4,1.0,-0.4,19,16,4,1,24,Matches,25-064,2000,24.9,37,1.48,29,1,1,3,2,1,4,0.16,4,0,0,0,0,0,Matches,25-064,2000,24.9,8,5,2,3,3,4,23,17.4,19,17,4,13,4,12,25,0,Matches,25-064,2000,24.9,624,32,80,297,248,91,624,14,6,42.9,8,57.1,290,993,400,13,11,7,79,29,452,92,Matches,25-064,2000,24.9,4,0,0,41,16,12,5,4,5,0,0,0,40,58,85,40.6,Matches
Kai Havertz,GER,"FW,MF",Arsenal,25-304,1999,21,21,1839,20.4,9,3,12,9,0,0,4,0,9.4,9.4,2.4,11.8,34,59,110,0.44,0.15,0.59,0.44,0.59,0.46,0.12,0.58,0.46,0.58,Matches,,,,,,,,,,,,,,,,,,,,,,,25-304,1999,20.4,9,52,21,40.4,2.54,1.03,0.17,0.43,11.7,0,0,0,9.4,9.4,0.18,-0.4,-0.4,Matches,25-304,1999,20.4,401,511,78.5,4833,1010,281,334,84.1,94,114,82.5,5,11,45.5,3,2.4,1.7,+0.6,16,26,8,1,59,Matches,25-304,1999,20.4,41,2.01,34,0,1,6,0,0,3,0.15,2,0,0,1,0,0,Matches,25-304,1999,20.4,16,9,3,6,7,4,15,26.7,11,22,4,18,6,22,31,1,Matches,25-304,1999,20.4,768,31,88,282,403,103,768,38,9,23.7,24,63.2,411,1957,922,34,23,18,42,22,575,110,Matches,25-304,1999,20.4,4,0,0,36,21,14,11,6,9,0,0,0,39,62,73,45.9,Matches
Kalvin Phillips,ENG,MF,Ipswich Town,29-130,1995,18,14,1214,13.5,0,0,0,0,0,0,6,1,0.4,0.4,0.2,0.6,4,49,4,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches,,,,,,,,,,,,,,,,,,,,,,,29-130,1995,13.5,0,10,2,20.0,0.74,0.15,0.00,0.00,24.2,3,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,29-130,1995,13.5,426,537,79.3,8392,2418,160,193,82.9,201,232,86.6,59,95,62.1,0,0.2,0.5,-0.2,5,48,6,1,49,Matches,29-130,1995,13.5,17,1.26,13,3,0,1,0,0,3,0.22,3,0,0,0,0,0,Matches,29-130,1995,13.5,34,19,8,19,7,15,38,39.5,23,35,6,29,19,53,37,2,Matches,29-130,1995,13.5,722,60,220,388,118,4,722,12,5,41.7,6,50.0,302,1447,541,4,5,0,24,10,383,4,Matches,29-130,1995,13.5,6,1,1,28,19,0,18,19,19,0,0,0,68,7,21,25.0,Matches
Kamaldeen Sulemana,GHA,"FW,MF",Southampton,23-055,2002,19,10,912,10.1,1,1,2,1,0,0,0,0,1.0,1.0,0.7,1.7,47,19,64,0.10,0.10,0.20,0.10,0.20,0.10,0.07,0.17,0.10,0.17,Matches,,,,,,,,,,,,,,,,,,,,,,,23-055,2002,10.1,1,17,6,35.3,1.68,0.59,0.06,0.17,17.9,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches,23-055,2002,10.1,200,254,78.7,2928,452,124,140,88.6,62,75,82.7,9,21,42.9,1,0.7,0.6,+0.3,9,6,9,6,19,Matches,23-055,2002,10.1,24,2.37,12,1,8,2,1,0,3,0.30,1,0,1,1,0,0,Matches,23-055,2002,10.1,13,11,5,3,5,6,11,54.5,5,9,0,9,4,17,5,0,Matches,23-055,2002,10.1,401,10,48,149,216,40,401,73,30,41.1,37,50.7,266,2319,1176,47,30,18,31,19,289,64,Matches,23-055,2002,10.1,0,0,0,12,10,1,22,4,11,0,0,0,43,6,20,23.1,Matches
Kaoru Mitoma,JPN,"FW,MF",Brighton,27-326,1997,31,28,2467,27.4,7,3,10,7,0,0,1,0,7.5,7.5,4.4,11.9,135,80,274,0.26,0.11,0.36,0.26,0.36,0.27,0.16,0.44,0.27,0.44,Matches,,,,,,,,,,,,,,,,,,,,,,,27-326,1997,27.4,7,50,23,46.0,1.82,0.84,0.14,0.30,14.1,0,0,0,7.5,7.5,0.15,-0.5,-0.5,Matches,27-326,1997,27.4,685,908,75.4,8929,2029,458,528,86.7,173,244,70.9,22,49,44.9,3,4.4,3.7,-1.4,35,32,32,8,80,Matches,27-326,1997,27.4,81,2.96,67,0,6,3,4,1,8,0.29,7,0,0,0,1,0,Matches,27-326,1997,27.4,41,24,13,13,15,17,44,38.6,27,45,3,42,13,54,9,0,Matches,27-326,1997,27.4,1265,14,143,438,711,151,1265,126,48,38.1,73,57.9,764,6138,3567,135,74,54,48,22,888,274,Matches,27-326,1997,27.4,1,0,0,38,23,5,69,13,24,0,0,0,91,24,26,48.0,Matches
Kasey McAteer,IRL,"FW,MF",Leicester City,23-140,2001,12,4,395,4.4,0,1,1,0,0,0,1,0,0.6,0.6,0.4,0.9,13,8,36,0.00,0.23,0.23,0.00,0.23,0.13,0.08,0.21,0.13,0.21,Matches,,,,,,,,,,,,,,,,,,,,,,,23-140,2001,4.4,0,6,2,33.3,1.37,0.46,0.00,0.00,15.8,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches,23-140,2001,4.4,98,141,69.5,1365,321,65,76,85.5,27,40,67.5,4,8,50.0,1,0.4,0.2,+0.6,5,6,3,1,8,Matches,23-140,2001,4.4,12,2.73,11,0,0,0,1,0,1,0.23,1,0,0,0,0,0,Matches,23-140,2001,4.4,11,8,6,4,1,6,14,42.9,8,8,1,7,2,13,10,0,Matches,23-140,2001,4.4,200,15,47,77,82,16,200,9,1,11.1,5,55.6,116,795,387,13,8,6,6,4,132,36,Matches,23-140,2001,4.4,1,0,0,9,10,2,13,2,8,0,0,0,24,9,12,42.9,Matches
Keane Lewis-Potter,ENG,"DF,FW",Brentford,24-048,2001,31,29,2549,28.3,1,2,3,1,0,0,5,0,2.6,2.6,2.5,5.1,88,85,132,0.04,0.07,0.11,0.04,0.11,0.09,0.09,0.18,0.09,0.18,Matches,,,,,,,,,,,,,,,,,,,,,,,24-048,2001,28.3,1,27,14,51.9,0.95,0.49,0.04,0.07,20.5,1,0,0,2.6,2.6,0.09,-1.6,-1.6,Matches,24-048,2001,28.3,814,1055,77.2,13345,3969,444,499,89.0,275,348,79.0,71,141,50.4,2,2.5,4.5,-0.5,21,54,39,14,85,Matches,24-048,2001,28.3,63,2.22,49,0,4,3,6,1,7,0.25,5,0,0,0,2,0,Matches,24-048,2001,28.3,43,25,22,15,6,26,41,63.4,15,24,9,15,17,60,63,3,Matches,24-048,2001,28.3,1346,85,399,519,445,69,1346,90,35,38.9,46,51.1,707,5225,2779,88,60,34,41,18,795,132,Matches,24-048,2001,28.3,5,0,0,13,25,4,65,17,25,1,0,0,125,25,32,43.9,Matches
Kenny Tete,NED,DF,Fulham,29-184,1995,16,15,1271,14.1,0,2,2,0,0,0,3,0,1.0,1.0,0.7,1.8,33,42,39,0.00,0.14,0.14,0.00,0.14,0.07,0.05,0.12,0.07,0.12,Matches,,,,,,,,,,,,,,,,,,,,,,,29-184,1995,14.1,0,18,2,11.1,1.27,0.14,0.00,0.00,16.4,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches,29-184,1995,14.1,576,706,81.6,9210,3032,303,331,91.5,208,260,80.0,46,72,63.9,2,0.7,0.5,+1.3,5,53,6,4,42,Matches,29-184,1995,14.1,23,1.63,16,0,2,3,2,0,3,0.21,3,0,0,0,0,0,Matches,29-184,1995,14.1,41,27,20,12,9,17,28,60.7,11,19,6,13,28,69,37,0,Matches,29-184,1995,14.1,881,48,273,383,232,26,881,17,8,47.1,4,23.5,460,2301,1126,33,17,7,16,10,511,39,Matches,29-184,1995,14.1,3,0,0,23,13,0,19,28,27,0,0,0,50,15,11,57.7,Matches
